nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,gsin-code-status_en,gsin-code-status_fr,date-file-published
JX2530BB,"[""BL""]","Wheel, Solid Rubber, Repair and Overhaul, Armoured Fighting Vehicle, S.M.P.","Roue, caoutchouc plein, réparation et révision, véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
JX2350A,"[""BL""]","Combat, Assault and Tactical Vehicles, Tracked, Not Elsewhere Specified - Repair and Overhaul","Véhicules à chenille de combat, d'assaut et tactiques - non énumérés ailleurs, réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX2910D,"[""BL""]","Injector Fuel, Armoured Fighting Vehicle, S.M.P. - Repair and Overhaul","Injecteur de carburant, véhicules blindés de combat, modèle militaire standard - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
JX2815B,"[""BL""]","Diesel Engines and Components, Armoured Fighting Vehicles, SMP - Repair and Overhaul","Moteurs diesels et composants, véhicules blindés de combat, modèle militaire standard - réparation et révision",Active,Actif,"2023-02-27 22:50:03"
N2305,"[""BL""]","Ground Effect Vehicles","Véhicules à effet de sol",Active,Actif,"2023-02-27 22:50:03"
N2350,"[""BL""]","Combat, Assault, and Tactical Vehicles, Tracked","Véhicules de combat, d'assaut et tactiques, à chenilles",Active,Actif,"2023-02-27 22:50:03"
N2350A,"[""BL""]","Tanks and Tracked Self-Propelled Weapons and Vehicles W/WO Amphibian Capabilities","Chars de combat, véhicules et armes automoteurs à chenille, amphibies ou non",Active,Actif,"2023-02-27 22:50:03"
N2520C,"[""BL""]","Vehicular Power Transmission Components, Ground Effect Vehicles","Composants de transmission de puissance des véhicules, véhicules à effet de sol",Active,Actif,"2023-02-27 22:50:03"
N2510F,"[""BL""]","Vehicular Cab, Body and Frame Structural Components, Armoured Fighting Vehicle, S.M.P.","Cabine de véhicule, carrosserie et composants structuraux de châssis, véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2510FC,"[""BL""]","Vehicular Cab, Body and Frame Structural Components, Ground Effect Vehicles","Composants structuraux de la cabine, de la carrosserie et du châssis, véhicules à effet de sol",Active,Actif,"2023-02-27 22:50:03"
N2520B,"[""BL""]","Vehicular Power Transmission Components, Armoured Fighting Vehicle, S.M.P.","Composants de transmission de puissance des véhicules, véhicule blindé de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2530BN,"[""BL""]","Wheel, Solid Rubber, Armoured Fighting Vehicle, S.M.P.","Roue, caoutchouc plein, véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2530C,"[""BL""]","Vehicular Brake, Steering, Axle, Wheel and Track Components, Ground Effect Vehicles","Composants de freins, de direction d'essieux, de roues et chenilles de véhicules, véhicules à effet de sol",Active,Actif,"2023-02-27 22:50:03"
N2530B,"[""BL""]","Vehicular Brake, Steering, Axle, Wheel and Track Components, Armoured Fighting Vehicle, S.M.P.","Composants de freins, de direction, d'essieux, de roues et de chenilles, véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2530BLB,"[""BL""]","Track Shoe Maintenance Equipment, Armoured Fighting Vehicle","Équipement d'entretien auxiliaire pour patin de chenille, véhicules blindés de combat",Active,Actif,"2023-02-27 22:50:03"
N2530BM,"[""BL""]","Wheel, Pneumatic Tire, Armoured Fighting Vehicle, S.M.P.","Roue, pneumatique, véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2540H,"[""BL""]","Vehicular Furniture and Accessories, Ground Effect Vehicles","Accessoires et garnitures de véhicules, véhicules à effet de sol",Active,Actif,"2023-02-27 22:50:03"
N2590C,"[""BL""]","Miscellaneous Vehicular Components, Armoured Fighting Vehicle, S.M.P.","Composants divers de véhicules, véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2590CA,"[""BL""]","Miscellaneous Vehicular Components, N.E.S., Armoured Fighting Vehicle, S.M.P.","Composants divers de véhicules, non énumérés ailleurs véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2815G,"[""HS""]","Diesel Engines and Components, Ground Effect Vehicles","Moteurs diesel et composants, véhicules à effet de sol",Active,Actif,"2023-02-27 22:50:03"
N2910D,"[""BL""]","Engine Fuel System Components, Non-Aircraft, Armoured Fighting Vehicle, S.M.P.","Composants du système d'alimentation en carburant des moteurs, sauf pour aéronefs, véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2910DB,"[""BL""]","Injector, Fuel, Armoured Fighting Vehicle, S.M.P.","Injecteur de carburant, véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2910DE,"[""BL""]","Fuel, Tank,Armoured Fighting Vehicle, S.M.P.","Réservoir à carburant, véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2940A,"[""BL""]","Engine Air and Oil Filters, Strainers and Cleaners, Non-Aircraft, Armoured Fighting Vehicle, S.M.P.","Filtres à air et à huile des moteurs, tamis et nettoyeurs, sauf pour aéronefs véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2990FA,"[""BL""]","Miscellaneous Engine Accessories, Non-Aircraft, N.E.S., Armoured Fighting Vehicles, S.M.P.","Accessoires divers de moteurs, sauf pour aéronefs, véhicules blindés de combat, non énumérés ailleurs modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N3020CB,"[""BL""]","Sprockets, Drive, Main, Armoured Fighting Vehicle, S.M.P.","Pignons entraînement, principaux, véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N3040,"[""BL""]","Power Transmission Equipment, Miscellaneous","Équipements divers de transmission de puissance",Active,Actif,"2023-02-27 22:50:03"
N3040E,"[""BL""]","Miscellaneous Power Transmission Equipment, Armoured Fighting Vehicle, S.M.P.","Équipement divers de transmission de puissance, véhicules blindés de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N4210Y,"[""BL""]","Firefighting Equipment, Armoured Fighting Vehicle, S.M.P.","Équipement de lutte contre l'incendie, véhicule blindé de combat, modèle militaire standard",Active,Actif,"2023-02-27 22:50:03"
N2541,"[""BL""]","Weapons Systems Specific Vehicular Accessories","Accessoires de véhicules de système d'arme",Active,Actif,"2023-02-27 22:50:03"
N2355,"[""BL""]","Combat, Assault and Tactical Vehicles, Wheeled","Véhicules de combat, d'assaut et véhicules tactiques, sur roues",Active,Actif,"2023-02-27 22:50:03"
WL2305,"[""BL""]","GROUND EFFECT VEHICLES - LEASING","Véhicules à effet de sol - location",Active,Actif,"2023-02-27 22:50:03"
WR2305,"[""BL""]","GROUND EFFECT VEHICLES - RENTAL","Véhicules à effet de sol - location",Active,Actif,"2023-02-27 22:50:03"
WR1398,"[""BL""]","SPECIALIZED AMMUNITION HANDLING AND SERVICING EQUIPMENT - RENTAL","Équipement spécialisé de manutention et de mise en oeuvre de munitions - location",Active,Actif,"2023-02-27 22:50:03"
R109D,"[""ZF""]","Translation Services","Services de traduction",Active,Actif,"2023-02-27 22:50:03"
R109B,"[""ZF""]","Language Interpretation Services","Services d'interprétation",Active,Actif,"2023-02-27 22:50:03"
U008N,"[""ZF""]","Training and Curriculum Development","Développement de la formation et des programmes d'études",Active,Actif,"2023-02-27 22:50:03"
U099D,"[""ZF""]","Language Training Services","Services de formation linguistique",Active,Actif,"2023-02-27 22:50:03"
B506D,"[""ZG""]","Economic Studies / Modelling and Analysis","Études économiques / Modélisation et analyse",Active,Actif,"2023-02-27 22:50:03"
B304A,"[""ZG""]","Regulatory Studies","Études de réglementation",Active,Actif,"2023-02-27 22:50:03"
B308A,"[""ZG""]","Accounting and Financial Management Studies","Études de comptabilité et de gestion financière",Active,Actif,"2023-02-27 22:50:03"
B500A,"[""ZG""]","Archaeological/Paleontological Services","Services d'archéologie et de paléontologie",Active,Actif,"2023-02-27 22:50:03"
L007A,"[""ZG""]","Collection Agency Services","Services d'agence de recouvrement",Active,Actif,"2023-02-27 22:50:03"
L099A,"[""ZG""]","Financial and Related Services, N.E.S.","Services financiers et services connexes, N.E.A.",Active,Actif,"2023-02-27 22:50:03"
L099B,"[""ZG""]","Financial Management","Gestion financière",Active,Actif,"2023-02-27 22:50:03"
L099BG,"[""ZG""]","National Financial Institutions, Payment Services","Entreprises nationales, financières - services de paiement",Active,Actif,"2023-02-27 22:50:03"
L099BH,"[""ZG""]","National Financial Institutions, Deposit Services","Entreprises nationales, financières - service de dépôt",Active,Actif,"2023-02-27 22:50:03"
L099BI,"[""ZG""]","National Financial Institutions, Banking Services Other Than Payment and Deposit Services","Entreprises nationales, financières, services bancaires autres que services de paiement et de dépôt",Active,Actif,"2023-02-27 22:50:03"
L099C,"[""ZG""]","Customs Brokerage Services","Services de courtier en douane",Active,Actif,"2023-02-27 22:50:03"
L099D,"[""ZG""]","Financial Accounting Services","Services de comptabilité financière",Active,Actif,"2023-02-27 22:50:03"
L099G,"[""ZG""]","Financial Transaction Processing Services - Electronic Commerce","Services de traitement de transactions financières - Commerce électronique",Active,Actif,"2023-02-27 22:50:03"
B329A,"[""ZG""]","Business Services / Modelling and Analysis","Services d'affaires commerciaux / modélisation et analyse",Active,Actif,"2023-02-27 22:50:03"
B329B,"[""ZG""]","Advisory Support Services / Natural resources efficiency","Service de soutien consultatifs / efficacité des ressources naturelles",Active,Actif,"2023-02-27 22:50:03"
L099J,"[""ZG""]","Financial Advisory/Investment Banking Services","Services de consultation financière/de banque d'investissement",Active,Actif,"2023-02-27 22:50:03"
L005A,"[""ZG""]","Credit Reporting - Commercial","Rapports de solvabilité - commercial",Active,Actif,"2023-02-27 22:50:03"
R019HB,"[""ZT""]","Alternative Dispute Resolution Services","Services de mode alternatifs de règlement des conflits",Active,Actif,"2023-02-27 22:50:03"
R019F,"[""ZG""]","Consulting Services","Services de consultation",Active,Actif,"2023-02-27 22:50:03"
R115A,"[""ZG""]","Materiel Management","Gestion du matériel",Active,Actif,"2023-02-27 22:50:03"
R123AQ,"[""ZG""]","Evaluation & Performance Measurement Services","Services d'évaluation et de mesure de rendement",Active,Actif,"2023-02-27 22:50:03"
R199J,"[""ZG""]","Administrative Services","Services administratifs",Active,Actif,"2023-02-27 22:50:03"
R199X,"[""ZG""]","Adjudication Services","Services d'adjudication",Active,Actif,"2023-02-27 22:50:03"
R019R,"[""ZG""]","Professional Services / Financial Analysis","Services professionnels / Analyse financière",Active,Actif,"2023-02-27 22:50:03"
R019S,"[""ZG""]","Professional Services / Leasing Services (Office, Common Use, and Commercial Letting Services)","Services professionnels / Services de location (bureaux, locaux partagés et locaux commerciaux)",Active,Actif,"2023-02-27 22:50:03"
R019U,"[""ZG""]","Professional Services / Program Research Analysis","Services professionnels / Recherche analytique de programme",Active,Actif,"2023-02-27 22:50:03"
R019UA,"[""ZG""]","Professional Services / Assets Value Assessments","Services professionnels / Évaluation de la valeur d'actifs",Active,Actif,"2023-02-27 22:50:03"
R019UB,"[""ZG""]","Professional Services / Waste Management Services","Services professionnels / Gestion de déchets",Active,Actif,"2023-02-27 22:50:03"
R019M1,"[""ZG""]","Investigative Services, Public Servant Disclosure Protection Act (PSDPA)","Services d'enquêtes, Loi sur la protection des fonctionnaires divulgateurs d'actes répréhensibles (LPFDAR)",Active,Actif,"2023-02-27 22:50:03"
R019M,"[""ZG""]","Harassment (Investigative Services)","Harcèlement (services d'enquête)",Active,Actif,"2023-02-27 22:50:03"
C219BE,"[""BK""]","Engineering and Technical Services - Ammunition Related","Services techniques - relatifs aux munitions",Active,Actif,"2023-02-27 22:50:03"
E199C,"[""BK""]","Explosive Ordnance Disposal Services","Services de neutralisation des munitions explosives",Active,Actif,"2023-02-27 22:50:03"
JD1320,"[""BK""]","AMMUNITION, OVER 125MM - PRODUCTION DESIGN","Munitions, de plus de 125 mm - dessin de production",Active,Actif,"2023-02-27 22:50:03"
JD1330,"[""BK""]","GRENADES - PRODUCTION DESIGN","Grenades - dessin de production",Active,Actif,"2023-02-27 22:50:03"
JD1345,"[""BK""]","LAND MINES - PRODUCTION DESIGN","Mines terrestres - dessin de production",Active,Actif,"2023-02-27 22:50:03"
JD1370,"[""BK""]","PYROTECHNICS - PRODUCTION DESIGN","Matériel pyrotechnique - dessin de production",Active,Actif,"2023-02-27 22:50:03"
JD1375,"[""BK""]","DEMOLITION MATERIALS - PRODUCTION DESIGN","Explosifs de démolition - dessin de production",Active,Actif,"2023-02-27 22:50:03"
JD1386,"[""BK""]","EXPLOSIVE ORDNANCE DISPOSAL TOOLS, UNDERWATER- PRODUCTION DESIGN","Équipement de neutralisation des munitions explosives sous-marines - dessin de production",Active,Actif,"2023-02-27 22:50:03"
JX1305,"[""BK""]","Ammunition, Through 30MM - Repair","Munitions, jusqu'à 30 mm - réparation",Active,Actif,"2023-02-27 22:50:03"
JX1430,"[""BK""]","Guided Missile Remote Control System - Repair","Systèmes de télécommande pour missiles - réparation",Active,Actif,"2023-02-27 22:50:03"
JX1450,"[""BK""]","Guided Missile Handling and Servicing - Repair","Équipement pour la manutention et l'entretien des missiles - réparation",Active,Actif,"2023-02-27 22:50:03"
N1367A,"[""BK""]","Tactical Sets, Kits and Outfits","Ensembles, trousses et tenues tactiques",Active,Actif,"2023-02-27 22:50:03"
N1355,"[""BK""]","Torpedoes and Components, Inert","Torpilles et composants, inertes",Active,Actif,"2023-02-27 22:50:03"
N1135,"[""BK""]","Fusing and Firing Devices, Nuclear Ordnance","Dispositifs d'amorçage et de mise à feu de projectiles nucléaires",Active,Actif,"2023-02-27 22:50:03"
N1140,"[""BK""]","Nuclear Components","Composants nucléaires",Active,Actif,"2023-02-27 22:50:03"
N1145,"[""BK""]","Explosive and Pyrotechnic Components, Nuclear Ordnance","Composants explosifs et pyrotechniques de munitions nucléaires",Active,Actif,"2023-02-27 22:50:03"
N1190,"[""BK""]","Specialized Test and Handling Equipment, Nuclear Ordnance","Équipement spécialisé pour les essais et la manutention des munitions nucléaires",Active,Actif,"2023-02-27 22:50:03"
N1195,"[""BK""]","Miscellaneous Nuclear Ordnance","Articles divers de l'armement et munitions nucléaires",Active,Actif,"2023-02-27 22:50:03"
N1105,"[""BK""]","Nuclear Bombs","Bombes nucléaires",Active,Actif,"2023-02-27 22:50:03"
N1110,"[""BK""]","Nuclear Projectiles","Projectiles nucléaires",Active,Actif,"2023-02-27 22:50:03"
N1115,"[""BK""]","Nuclear Warheads and Warhead Sections",Nucléaires,Active,Actif,"2023-02-27 22:50:03"
N1120,"[""BK""]","Nuclear Depth Charges","Charges sous-marines",Active,Actif,"2023-02-27 22:50:03"
N1125,"[""BK""]","Nuclear Demolition Charges","Charges nucléaires de démolition",Active,Actif,"2023-02-27 22:50:03"
N1127,"[""BK""]","Nuclear Rockets","Roquettes nucléaires",Active,Actif,"2023-02-27 22:50:03"
N1130,"[""BK""]","Conversion Kits, Nuclear Ordnance","Lots de transformation de munitions nucléaires",Active,Actif,"2023-02-27 22:50:03"
N1305,"[""BK""]","Ammunition, through 30mm","Munitions, jusqu'à 30 mm",Active,Actif,"2023-02-27 22:50:03"
N1336,"[""BK""]","Guided Missile Warheads and Explosive Components","Sections chargées monoblocs de missiles et composants explosifs",Active,Actif,"2023-02-27 22:50:03"
N1337,"[""BK""]","Guided Missile and Space Vehicle Explosive Propulsion Units, Solid Fuel, and Components","Ensembles de propulsion à carburant solide et composants, pour missiles et véhicules spatiaux à charge explosive",Active,Actif,"2023-02-27 22:50:03"
N1338,"[""BK""]","Guided Missile and Space Vehicle Inert Propulsion Units, Solid Fuel, and Components","Ensembles de propulsion à carburant solide et composants, pour missiles et véhicules spatiaux à charge inerte",Active,Actif,"2023-02-27 22:50:03"
N1340,"[""BK""]","Rockets, Rocket Ammunition and Rocket Components","Roquettes et composants pyrotechniques de roquettes",Active,Actif,"2023-02-27 22:50:03"
N1345,"[""BK""]","Land Mines","Mines terrestres",Active,Actif,"2023-02-27 22:50:03"
N1310,"[""BK""]","Ammunition, over 30mm up To 75mm","Munitions, de plus de 30 mm jusqu'à 75 mm",Active,Actif,"2023-02-27 22:50:03"
N1315,"[""BK""]","Ammunition, 75mm through 125mm","Munitions, de 75 mm jusqu'à 125 mm",Active,Actif,"2023-02-27 22:50:03"
N1320,"[""BK""]","Ammunition, over 125mm","Munitions, de plus de 125 mm",Active,Actif,"2023-02-27 22:50:03"
